nttId,idx,req,org,org_joint,elect,area,contest,date,n,cont_rate,resp_rate,method1,method_rate1,frame1,method2,method_rate2,frame2,method3,method_rate3,frame3,method4,method_rate4,frame4,method5,method_rate5,frame5,qnaire_file,analysis_file
17355,15311,케이에스오아이 주식회사(한국사회여론연구소),케이에스오아이 주식회사(한국사회여론연구소),,기타,전국 전체,"정기(정례)조사,정당지지도, (전국 정기(정례)조사 정당지지도 )","2026-02-09   13 시 00 분 ~ 22 시 00 분
2026-02-10   10 시 00 분 ~ 16 시 00 분",1004,62.5%,5.5%,무선 ARS,100 %,"무선전화번호
가상번호",,,,,,,,,,,,,KSOI_전국_정치현안_정기조사_16차_설문지_v2.pdf,KSOI_전국_정치현안_정기조사_16차_결과보고서.pdf
17342,15300,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17342,쿠키뉴스,한길리서치,,제9회 전국동시지방선거,전국 전체,정당지지도 (전국 정당지지도 ),"2026-02-07   10 시 00 분 ~ 21 시 00 분
2026-02-08   10 시 00 분 ~ 20 시 00 분
2026-02-09   20 시 30 분 ~ 21 시 30 분",1015,22.2%,2.1%,무선 ARS,96.2 %,"무선전화번호
RDD",유선전화면접,3.8 %,"유선전화번호
RDD",전체질문지_한길리서치0210_2.pdf,결과분석_한길리서치0210_2.pdf
17311,15296,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17311,스트레이트뉴스,조원씨앤아이,,제9회 전국동시지방선거,전국 전체,"정기(정례)조사,정당지지도, (전국 정기(정례)조사 정당지지도 )","2026-02-07   11 시 30 분 ~ 18 시 33 분
2026-02-08   11 시 30 분 ~ 21 시 24 분
2026-02-09   12 시 02 분 ~ 15 시 48 분",2001,25.1%,4.1%,무선 ARS,100 %,"무선전화번호
RDD",설문지_스트레이트뉴스(26년+3차)_2월+1주_260205_2.pdf,스트레이트뉴스(26년+3차)+2월+1주+정기+여론조사+보고서_260210_2.pdf
17322,15292,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17322,광주민주진보시민교육감후보 시민공천위원회,(주)시그널앤펄스,,제9회 전국동시지방선거,광주광역시 전체,교육감선거 (광주광역시 전체 교육감선거 ),"2026-02-07   11 시 00 분 ~ 19 시 40 분
2026-02-08   13 시 25 분 ~ 16 시 40 분",1002,56.1%,6.1%,무선 ARS,100 %,"무선전화번호
가상번호",여론조사설문지_광주+교육감_광주시민공천위원회_260209.pdf,보도용_광주+교육감+여론조사+보고서_광주시민공천위원회_260209.pdf
17334,15288,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17334,인천일보,(주)리얼미터,,제9회 전국동시지방선거,경기도 고양시,"정당지지도,광역단체장선거,기초단체장선거 (경기도 고양시 정당지지도 광역단체장선거 기초단체장선거 교육감선거 등 )","2026-02-08   13 시 40 분 ~ 21 시 10 분
2026-02-09   12 시 10 분 ~ 17 시 40 분",502,58.1%,5.9%,무선 ARS,100 %,"무선전화번호
가상번호",(리얼-인천일보)설문지_경기+고양특례시+지방선거+여론조사_2.pdf,(리얼-인천일보)결과표_경기+고양특례시+지방선거+여론조사_2.pdf
17333,15287,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17333,포천뉴스,(주)리얼미터,,제9회 전국동시지방선거,경기도 가평군,"정당지지도,기초단체장선거, (경기도 가평군 정당지지도 기초단체장선거 )","2026-02-08   13 시 30 분 ~ 21 시 10 분
2026-02-09   12 시 00 분 ~ 16 시 50 분",700,47.4%,9.9%,무선 ARS,100 %,"무선전화번호
가상번호",(리얼-포천뉴스)설문지_가평군+지방선거+여론조사_2.pdf,(리얼-포천뉴스)결과통계표_가평군+지방선거+여론조사_2.pdf
17332,15286,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17332,포천뉴스,(주)리얼미터,,제9회 전국동시지방선거,경기도 포천시,"정당지지도,기초단체장선거,기초의원선거 (경기도 포천시 정당지지도 기초단체장선거 기초의원선거 )","2026-02-06   12 시 00 분 ~ 21 시 50 분
2026-02-07   10 시 00 분 ~ 21 시 50 분",1001,45.4%,8.9%,무선 ARS,100 %,"무선전화번호
가상번호",(리얼-포천뉴스)설문지_포천시+지방선거+관련+여론조사_2.pdf,(리얼-포천뉴스)결과통계표_포천시+지방선거+관련+여론조사_2.pdf
17329,15285,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17329,광주시민공천위,조원씨앤아이,,제9회 전국동시지방선거 광주광역시 지방선거 여론조사,광주광역시 전체,교육감선거 (광주광역시 전체 교육감선거 ),"2026-02-07   11 시 32 분 ~ 21 시 12 분
2026-02-08   11 시 32 분 ~ 20 시 44 분",1001,44.3%,7.8%,무선 ARS,100 %,"무선전화번호
가상번호",설문지_교육감+단일화+여론조사_260206_v3.pdf,광주시민공천위_교육감+단일화+여론조사_결과+보고서_260209.pdf
17323,15284,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17323,펜앤마이크,여론조사공정(주),,제9회 전국동시지방선거,전국 전체,정기(정례)조사 (전국 정기(정례)조사 ),"2026-02-08   18 시 40 분 ~ 21 시 50 분
2026-02-09   10 시 00 분 ~ 19 시 20 분",1000,21.0%,3.1%,무선 ARS,100 %,"무선전화번호
RDD",펜앤마이크_질문지_52차_Vol_05_2.pdf,260209-펜앤마이크52차-결과분석v1_2.pdf
17325,15282,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17325,브레이크뉴스 대구경북,(주)알앤써치,,제9회 전국동시지방선거,대구광역시 북구,"기초단체장선거,정당지지도, (대구광역시 북구 기초단체장선거정당지지도 )","2026-02-07   15 시 00 분 ~ 21 시 30 분
2026-02-08   18 시 00 분 ~ 21 시 00 분",506,57.1%,5.9%,무선 ARS,98.6 %,"무선전화번호
가상번호",유선 ARS,1.4 %,"유선전화번호
RDD",22대구시북구청장+hwp_2.pdf,1대구+북구+여심위_2.pdf
17324,15281,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17324,브레이크뉴스 대구경북,(주)알앤써치,,제9회 전국동시지방선거,경상북도 의성군,기초단체장선거 (경상북도 의성군 기초단체장선거 ),"2026-02-07   13 시 00 분 ~ 20 시 30 분
2026-02-08   16 시 00 분 ~ 19 시 00 분",635,37.7%,14.7%,무선 ARS,99.1 %,"무선전화번호
가상번호",유선 ARS,0.9 %,"유선전화번호
RDD",1의성군수+(1)+(3)_2.pdf,여심위++의성군_2.pdf
17318,15280,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17318,서울의소리,(주)시그널앤펄스,,제9회 전국동시지방선거,인천광역시 전체,"광역단체장선거,교육감선거,정당지지도 (인천광역시 전체 광역단체장선거 교육감선거 정당지지도 )","2026-02-08   13 시 25 분 ~ 18 시 20 분
2026-02-09   14 시 40 분 ~ 19 시 50 분",1500,51.9%,6.5%,무선 ARS,100 %,"무선전화번호
가상번호",여론조사설문지_인천_서울의소리_260209_2.pdf,보도용_인천+여론조사+보고서_서울의소리_260209(수정)_2.pdf
17320,15279,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17320,NGN뉴스,(주)리서치뷰,,제9회 전국동시지방선거,경기도 가평군,"기초단체장선거,정당지지도, (경기도 가평군 기초단체장선거 정당지지도 )","2026-02-08   10 시 00 분 ~ 21 시 00 분
2026-02-09   15 시 00 분 ~ 17 시 00 분",500,49.9%,7.9%,무선 ARS,100 %,"무선전화번호
가상번호",질문지_(NGN뉴스)_제9회_지방선거_경기_가평군_260209_2.pdf,결과분석_(NGN뉴스)_제9회_지방선거_경기_가평군_260209_2.pdf
17316,15277,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17316,KBS광주방송총국,한국갤럽조사연구소,,제9회 전국동시지방선거,전라남도 전체,"광역단체장선거,교육감선거,정당지지도 (전라남도 전체 광역단체장선거 교육감선거 정당지지도 )","2026-02-08   10 시 00 분 ~ 17 시 10 분
2026-02-09   09 시 50 분 ~ 16 시 20 분",807,36.6%,17.1%,무선전화면접,100 %,"무선전화번호
휴대전화 가상번호",[한국갤럽]+조사표_전라남도+지역+현안+조사_2.pdf,[한국갤럽]+통계표_전라남도+지역+현안+조사_0210_2.pdf
17315,15276,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17315,KBS광주방송총국,한국갤럽조사연구소,,제9회 전국동시지방선거,광주광역시 전체,광역단체장선거 정당지지도 (광주광역시 전체 광역단체장선거정당지지도 ),"2026-02-08   10 시 00 분 ~ 17 시 10 분
2026-02-09   09 시 50 분 ~ 14 시 20 분",802,40.2%,12%,무선전화면접,100 %,"무선전화번호
휴대전화 가상번호",[한국갤럽]+조사표_광주광역시+지역+현안+조사_2.pdf,[한국갤럽]+통계표_광주광역시+지역+현안+조사_0210_2.pdf
17317,15275,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17317,파주시대,(주)알앤써치,,제9회 전국동시지방선거,경기도 파주시,"기초단체장선거,정당지지도, (경기도 파주시 기초단체장선거 정당지지도 )","2026-02-07   18 시 00 분 ~ 21 시 40 분
2026-02-08   18 시 00 분 ~ 21 시 00 분",503,54.5%,6.1%,무선 ARS,99.2 %,"무선전화번호
가상번호",유선 ARS,0.8 %,"유선전화번호
RDD",26년+파주시대2026년.pdf,2026년+여심위++파주시pptx.pdf
17314,15274,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17314,스노우볼,(주)알앤써치,,제9회 전국동시지방선거,경상북도 전체,교육감선거 (경상북도 전체 교육감선거 ),"2026-02-07   13 시 00 분 ~ 21 시 50 분
2026-02-08   18 시 00 분 ~ 20 시 00 분",1003,54.1%,6.3%,무선 ARS,100 %,"무선전화번호
가상번호",최종2026+경북+교육감++질문지+(1)+(1)+(1)+(1)+(1)+(7).pdf,1여심위++경상북도+교육감pptx.pdf
17312,15273,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17312,광주시민공천위원회,(주)우리리서치,,제9회 전국동시지방선거 교육감선거,광주광역시 전체,교육감선거 (광주광역시 전체 교육감선거 ),"2026-02-08   14 시 00 분 ~ 21 시 00 분
2026-02-09   14 시 00 분 ~ 18 시 30 분",1000,63.2%,5.4%,무선 ARS,100 %,"무선전화번호
가상번호",광주광역시+민주진보시민+교육감+단일화+여론조사+설문지.pdf,광주광역시+민주진보시민+교육감+단일화+여론조사+보고서.pdf
17313,15272,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17313,양산신문,KOPRA,,제9회 전국동시지방선거,경상남도 양산시,"기초단체장선거,정당지지도, (경상남도 양산시 기초단체장선거 정당지지도 )","2026-02-07   12 시 55 분 ~ 21 시 46 분
2026-02-08   11 시 15 분 ~ 21 시 45 분
2026-02-09   11 시 10 분 ~ 13 시 30 분",1002,50.3%,4.6%,무선 ARS,84 %,"무선전화번호
가상번호",유선 ARS,16 %,"유선전화번호
RDD",설문지_양산신문_양산시장_260205_ver2.pdf,0208_양산신문+양산시장+여론조사+보고서_ver3.pdf
17307,15271,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17307,굿모닝충청,윈지코리아컨설팅,,제9회 전국동시지방선거,충청남도 전체,"광역단체장선거,정당지지도, (충청남도 전체 광역단체장선거 정당지지도 )","2026-02-05   10 시 00 분 ~ 22 시 00 분
2026-02-06   10 시 00 분 ~ 20 시 00 분",810,55.1%,6.4%,무선 ARS,100 %,"무선전화번호
가상번호",260204_설문지_대전충남_정치현안조사(충남)_v4.pdf,260209_보고서_대전충남_정치현안조사(충남)_v2.pdf
17306,15270,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17306,굿모닝충청,윈지코리아컨설팅,,제9회 전국동시지방선거,대전광역시 전체,"광역단체장선거,정당지지도, (대전광역시 전체 광역단체장선거 정당지지도 )","2026-02-05   10 시 00 분 ~ 22 시 00 분
2026-02-06   10 시 00 분 ~ 16 시 00 분",803,51.3%,6.7%,무선 ARS,100 %,"무선전화번호
가상번호",260204_설문지_대전충남_정치현안조사(대전)_v6.pdf,260209_보고서_대전충남_정치현안조사(대전)_v3.pdf
17303,15269,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17303,중부매일,(주)리서치앤리서치,,제9회 전국동시지방선거,충청북도 전체,"광역단체장선거,기초단체장선거,교육감선거 (충청북도 전체 광역단체장선거 기초단체장선거 교육감선거 정당지지도, 정책지지도 )","2026-02-07   10 시 10 분 ~ 21 시 40 분
2026-02-08   09 시 30 분 ~ 10 시 30 분",1012,30.6%,11.7%,무선전화면접,98 %,"무선전화번호
휴대전화 가상번호",유선전화면접,2 %,"유선전화번호
RDD",전체+질문지.pdf,결과+분석+자료+v1(교육감).pdf
17295,15266,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17295,스트레이트뉴스,조원씨앤아이,,제9회 전국동시지방선거 서울 지방선거 여론조사,서울특별시 전체,"광역단체장선거,교육감선거,정당지지도 (서울특별시 전체 광역단체장선거 교육감선거 정당지지도 )","2026-02-07   11 시 30 분 ~ 20 시 36 분
2026-02-08   11 시 30 분 ~ 21 시 44 분",806,60.4%,5.7%,무선 ARS,100 %,"무선전화번호
가상번호",스트레이트뉴스_서울+지선+여론조사_260205.pdf,스트레이트뉴스_서울+지선+여론조사_결과+보고서_260209.pdf
17291,15265,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17291,스트레이트뉴스,조원씨앤아이,,제9회 전국동시지방선거 전라남도 광양시 지방선거 여론조사,전라남도 광양시,"광역단체장선거,교육감선거,기초단체장선거 (전라남도 광양시 광역단체장선거교육감선거기초단체장선거 정당지지도 )","2026-02-07   17 시 06 분 ~ 17 시 39 분
2026-02-08   14 시 00 분 ~ 21 시 49 분",500,35.7%,9.8%,무선 ARS,100 %,"무선전화번호
가상번호",스트레이트뉴스_광양+지선+여론조사_260205_v3.pdf,스트레이트뉴스_광양+지선+여론조사_결과+보고서_260209.pdf
17289,15264,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17289,스트레이트뉴스,조원씨앤아이,,제9회 전국동시지방선거 전라남도 여수시 지방선거 여론조사,전라남도 여수시,"광역단체장선거,교육감선거,기초단체장선거 (전라남도 여수시 광역단체장선거 교육감선거 기초단체장선거 정당지지도 )","2026-02-07   17 시 00 분 ~ 20 시 39 분
2026-02-08   11 시 30 분 ~ 20 시 48 분",501,41.4%,8.5%,무선 ARS,100 %,"무선전화번호
가상번호",스트레이트뉴스_여수+지선+여론조사_260205_v3.pdf,스트레이트뉴스_여수+지선+여론조사_결과+보고서_260209.pdf
17299,15263,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17299,부안뉴스,(주)유앤미리서치,,제9회 전국동시지방선거,전북특별자치도 부안군,"기초단체장선거,광역의원선거, (전북특별자치도 부안군 기초단체장선거 광역의원선거 )","2026-02-08   14 시 00 분 ~ 21 시 00 분
2026-02-09   10 시 00 분 ~ 12 시 30 분",500,32.5%,19%,무선 ARS,100 %,"무선전화번호
가상번호",(전북부안)설문지_부안뉴스_ver01_0208.pdf,업로드용_전북부안_60208.pdf
17296,15262,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17296,(주)스노우볼,한길리서치,,제9회 전국동시지방선거,경상북도 전체,교육감선거 (경상북도 전체 교육감선거 ),"2026-02-07   19 시 00 분 ~ 21 시 00 분
2026-02-08   13 시 00 분 ~ 22 시 00 분",1002,61.6%,5.5%,무선 ARS,100 %,"무선전화번호
가상번호",전체질문지_한길리서치0209.pdf,결과분석_한길리서치0209.pdf
17293,15261,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17293,진도투데이,모노커뮤니케이션즈(모노리서치),,제9회 전국동시지방선거,전라남도 진도군,"기초단체장선거,광역의원선거,정당지지도 (전라남도 진도군 기초단체장선거 광역의원선거 정당지지도 )","2026-02-06   13 시 50 분 ~ 21 시 00 분
2026-02-07   13 시 55 분 ~ 19 시 30 분",501,29.2%,13.5%,무선 ARS,80 %,"무선전화번호
가상번호",유선 ARS,20 %,"유선전화번호
RDD",1.+질문지_[전남+진도군]+진도투데이_제9회동시지방선거+관련+여론조사+결과보고서_260208.pdf.pdf,2.+결과분석자료_[전남+진도군]+진도투데이_제9회동시지방선거+관련+여론조사+결과보고서_260208.pdf.pdf
17294,15260,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17294,중부매일,(주)리서치앤리서치,,제9회 전국동시지방선거,충청북도 전체,"광역단체장선거,기초단체장선거,교육감선거 (충청북도 전체 광역단체장선거 기초단체장선거 교육감선거 정당지지도, 정책지지도 )","2026-02-07   10 시 10 분 ~ 21 시 40 분
2026-02-08   09 시 30 분 ~ 10 시 30 분",1012,30.6%,11.7%,무선전화면접,98 %,"무선전화번호
휴대전화 가상번호",유선전화면접,2 %,"유선전화번호
RDD",전체+질문지.pdf,결과+분석+자료+v1(청주).pdf
17292,15259,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17292,경기신문,(주)데일리리서치,,제9회 전국동시지방선거,경기도 고양시,"기초단체장선거,정당지지도, (경기도 고양시 기초단체장선거 정당지지도 )","2026-02-07   10 시 00 분 ~ 21 시 10 분
2026-02-08   12 시 30 분 ~ 17 시 00 분",501,61.1%,5.6%,무선 ARS,100 %,"무선전화번호
가상번호",등록_경기고양시_질문지_데일리리서치2602091.pdf,등록_경기고양시_결과분석_데일리리서치2602091.pdf
17290,15258,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17290,(주)에브리뉴스/미디어로컬(사단법인 한국지역언론인클럽),(주)에브리리서치,,기타,전국 전체,"정기(정례)조사,정당지지도, (전국 정기(정례)조사 정당지지도 )","2026-02-06   17 시 00 분 ~ 20 시 14 분
2026-02-07   12 시 46 분 ~ 17 시 54 분",1000,36.8%,2.2%,무선 ARS,100 %,"무선전화번호
RDD",전국+설문지(에브리리서치_0210).pdf,전국+보고서(에브리리서치_0210).pdf
17286,15257,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17286,경인일보,(주)데일리리서치,,제9회 전국동시지방선거,인천광역시 강화군,"기초단체장선거,정당지지도, (인천광역시 강화군 기초단체장선거 정당지지도 지역현안 )",2026-02-07   10 시 00 분 ~ 19 시 30 분,501,46.0%,7.9%,무선 ARS,99 %,"무선전화번호
가상번호",유선 ARS,1 %,"유선전화번호
RDD",등록_인천강화군_질문지_데일리리서치2602091.pdf,등록_인천강화군_결과분석_데일리리서치2602091.pdf
17287,15256,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17287,KPO리서치,KPO리서치,,제9회 전국동시지방선거 경북 의성군수 선거 여론조사,경상북도 의성군,"기초단체장선거,정당지지도, (경상북도 의성군 기초단체장선거정당지지도 경북 의성군수 선거 여론조사 )","2026-02-05   14 시 00 분 ~ 16 시 00 분
2026-02-06   13 시 00 분 ~ 14 시 00 분",514,94.4%,2.3%,무선 ARS,70 %,"무선전화번호
가상번호",유선 ARS,30 %,"유선전화번호
RDD",의성군수+조사질문지.pdf,260210_의성군수+선거+결과.pdf
17288,15255,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17288,남도인사이드,(주)이너텍시스템즈,,제9회 전국동시지방선거,전라남도 광양시,"기초단체장선거,정당지지도, (전라남도 광양시 기초단체장선거 정당지지도 )","2026-02-07   10 시 00 분 ~ 21 시 00 분
2026-02-08   10 시 00 분 ~ 12 시 40 분",504,34.2%,6%,무선 ARS,80 %,"무선전화번호
가상번호",유선 ARS,20 %,"유선전화번호
RDD",이너텍시스템즈-20260209-광양시-설문지.pdf,이너텍시스템즈-20260209-광양시-결과보고서.pdf
